title,year,duration,genre,rating,synopsis,directors,stars
Chainsaw Man,2022,25,"Animation, Action, Adventure",8.5,"Following a betrayal, a young man left for the dead is reborn as a powerful devil-human hybrid after merging with his pet devil and is soon enlisted into an organization dedicated to hunting devils.","Kikunosuke Toya,Ryan Colt Levy,Tomori Kusunoki,Shogo Sakata",
Sonic the Hedgehog 2,2022,122,"Action, Adventure, Comedy",6.5,"When the manic Dr Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way.",Jeff Fowler,"James Marsden,Jim Carrey,Ben Schwartz,Tika Sumpter"
Welcome to Chippendales,2022,45,"Biography, Drama",7.3,"The origin story of Somen ""Steve"" Banerjee, the Indian-American entrepreneur who started the stripper troupe Chippendales.","Kumail Nanjiani,Murray Bartlett,Zack Palmisano,Felix Rossi",
My Policeman,2022,113,"Drama, Romance",6.5,The arrival of Patrick into Marion and Tom's home triggers the exploration of seismic events from 40 years previously.,Michael Grandage,"Harry Styles,Emma Corrin,Gina McKee,Linus Roache"
Venus,2022,100,Horror,5.5,Horror invades the concrete corridors of a cursed apartment complex on the outskirts of Madrid.,Jaume Balagueró,"Ester Expósito,Inés Fernández,Ángela Cremonte,Magüi Mira"
We Own This City,2022,357,"Biography, Crime, Drama",7.6,Tells the story of the rise and fall of the Baltimore Police Department's Gun Trace Task Force and the corruption surrounding it.,"Jon Bernthal,Wunmi Mosaku,Jamie Hector,Josh Charles",
Emily the Criminal,2022,97,"Crime, Drama, Thriller",6.7,"Down on her luck and saddled with debt, Emily gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences.",John Patton Ford,"Aubrey Plaza,Theo Rossi,Bernardo Badillo,John Billingsley"
Corsage,2022,114,"Biography, Drama, History",6.7,"A fictional account of one year in the life of Empress Elisabeth of Austria. On Christmas Eve 1877, Elisabeth, once idolized for her beauty, turns 40 and is officially deemed an old woman; she starts trying to maintain her public image.",Marie Kreutzer,"Vicky Krieps,Colin Morgan,Florian Teichtmeister,Finnegan Oldfield"
The Amazing Maurice,2022,93,"Animation, Adventure, Comedy",6.3,"This story follows Maurice, a goofy streetwise cat, who has the perfect money-making scam. He finds a dumb-looking kid who plays a pipe and has his very own horde of rats, who are strangely literate.","Toby Genkel,Florian Westermann","Hugh Laurie,Emilia Clarke,David Thewlis,Himesh Patel"
Slumberland,2022,117,"Adventure, Comedy, Family",6.7,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",Francis Lawrence,"Jason Momoa,Marlow Barkley,Chris O'Dowd,Kyle Chandler"
She Said,2022,129,"Drama, History",7.2,New York Times reporters Megan Twohey and Jodi Kantor break one of the most important stories in a generation - a story that helped ignite a movement and shattered decades of silence around the subject of sexual assault in Hollywood.,Maria Schrader,"Lola Petticrew,Katherine Laheen,Zoe Kazan,Carey Mulligan"
One Fine Morning,2022,112,"Drama, Romance",7.0,"With a father suffering from neurodegenerative disease, a young woman lives with her eight-year-old daughter. While struggling to secure a decent nursing home, she runs into an unavailable friend with whom she embarks on an affair.",Mia Hansen-Løve,"Léa Seydoux,Pascal Greggory,Melvil Poupaud,Nicole Garcia"
Terrifier 2,2022,138,Horror,6.2,"After being resurrected by a sinister entity, Art the Clown returns to the timid town of Miles County where he targets a teenage girl and her younger brother on Halloween night.",Damien Leone,"Lauren LaVera,Jenna Kanell,David Howard Thornton,Kailey Hyman"
Heartstopper,2022,30,"Drama, Romance",8.7,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,"Joe Locke,Kit Connor,Yasmin Finney,William Gao",
On the Line,2022,104,Thriller,5.4,"A host takes a call, where an unknown person threatens to kill the showman's entire family on air. To save loved ones, the radio host will have to play a survival game and the only way to win is to find out the identity of the criminal.",Romuald Boulanger,"Mel Gibson,William Moseley,Alia Seror-O'Neill,Paul Spera"
Copenhagen Cowboy,2022,312,"Crime, Drama, Thriller",6.8,"A young heroine, Miu, who travels through Copenhagen's criminal netherworld.","Angela Bundalovic,Andreas Lykke Jørgensen,Li Ii Zhang,Jason Hendil-Forssell",
Uncharted,2022,116,"Action, Adventure",6.3,"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.",Ruben Fleischer,"Tom Holland,Mark Wahlberg,Antonio Banderas,Sophia Ali"
Bleach: Thousand-Year Blood War,2022,24,"Animation, Action, Adventure",9.1,"The peace is suddenly broken when warning sirens blare through the Soul Society. Residents are disappearing without a trace and nobody knows who's behind it. Meanwhile, a darkness is approaching Ichigo and his friends in Karakura Town.","Masakazu Morita,Johnny Yong Bosch,Takayuki Sugô,Richard Epcar",
Death on the Nile,2022,127,"Crime, Drama, Mystery",6.3,"While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress.",Kenneth Branagh,"Tom Bateman,Annette Bening,Kenneth Branagh,Russell Brand"
Rosaline,2022,95,"Comedy, Romance",6.4,"A comedic retelling of Shakespeare's ""Romeo and Juliet,"" told from the point of view of Romeo's jilted ex, Rosaline, the woman Romeo first claims to love before he falls for Juliet.",Karen Maine,"Kaitlyn Dever,Isabela Merced,Sean Teale,Kyle Allen"
Vesper,2022,114,"Adventure, Drama, Sci-Fi",5.9,"Struggling to survive with her father after the collapse of Earth's ecosystem, 13-year-old Vesper must use her wits, strength and bio-hacking abilities to fight for the future.","Kristina Buozyte,Bruno Samper","Raffiella Chapman,Eddie Marsan,Rosy McEwen,Richard Brake"
Day Shift,2022,113,"Action, Comedy, Fantasy",6.1,"A hard-working, blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires.",J.J. Perry,"Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,Meagan Good"
Luckiest Girl Alive,2022,113,"Drama, Mystery, Thriller",6.4,"A woman in New York, who seems to have things under control, is faced with a trauma that makes her life unravel.",Mike Barker,"Mila Kunis,Chiara Aurelia,Finn Wittrock,Connie Britton"
Without Sin,2022,46,"Crime, Drama, Thriller",6.9,Explores the relationship which develops between a grieving mother and the man she believes murdered her daughter.,"Vicky McClure,Dorothy Atkinson,Johnny Harris,Johann Myers",
The English,2022,51,"Drama, Western",7.9,Follows a woman as she seeks revenge on the man she sees as responsible for the death of her son.,"Emily Blunt,Chaske Spencer,Stephen Rea,Tom Hughes",
Gannibal,2022,45,"Drama, Horror, Sci-Fi",7.4,There is a rumor about this beautiful village: people get eaten here. Police officer Agawa Daigo uncovers a horrifying truth lurking in everyday life.,"Yûya Yagira,Shô Kasamatsu,Riho Yoshioka,Kana Kita",
Halo,2022,60,"Action, Adventure, Sci-Fi",7.1,Aliens threaten human existence in an epic 26th-century showdown.,"Pablo Schreiber,Shabana Azmi,Natasha Culzac,Olive Gray",
I Came By,2022,110,Thriller,6.1,Follows a young graffiti artist who discovers a shocking secret that would put him and the ones closest to him in danger.,Babak Anvari,"Antonio Aakeel,Hugh Bonneville,Percelle Ascott,Franc Ashman"
Causeway,2022,94,Drama,6.5,A US soldier suffers a traumatic brain injury while fighting in Afghanistan and struggles to adjust to life back home.,Lila Neugebauer,"Jennifer Lawrence,Brian Tyree Henry,Linda Emond,Danny Wolohan"
Fire of Love,2022,98,"Documentary, Biography",7.6,Intrepid scientists and lovers Katia and Maurice Krafft died in a volcanic explosion doing the very thing that brought them together: unraveling the mysteries of volcanoes by capturing the most explosive imagery ever recorded.,Sara Dosa,"Miranda July,Katia Krafft,Maurice Krafft"
Hotel Portofino,2022,54,Drama,6.7,"A glamorous period drama, as the characters go about their lives in 1920s Italy, when Benito Mussolini's brand of fascism was on the rise.","Natascha McElhone,Oliver Dench,Louisa Binder,Carolina Gonnelli",
Hellraiser,2022,121,"Horror, Mystery, Thriller",6.0,"A take on Clive Barker's 1987 horror classic where a young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites.",David Bruckner,"Odessa A’zion,Jamie Clayton,Adam Faison,Drew Starkey"
The Witcher: Blood Origin,2022,50,"Action, Adventure, Drama",4.6,"More than a thousand years before the events of ""The Witcher,"" seven outcasts in an Elven world join forces in a quest against an all-powerful empire.","Sophia Brown,Laurence O'Fuarain,Mirren Mack,Lenny Henry",
Mr. Harrigan's Phone,2022,104,"Drama, Horror, Mystery",6.0,"When Mr. Harrigan dies, Craig, the teen who befriended and did odd jobs for him, puts his smart phone in his pocket before burial. When the lonely youth sends his dead friend a message, he is shocked to get a return text.",John Lee Hancock,"Donald Sutherland,Jaeden Martell,Joe Tippett,Colin O'Brien"
Sick,2022,83,"Horror, Thriller",6.1,"Due to the pandemic, Parker and her best friend decide to quarantine at the family lake house alone - or so they think.",John Hyams,"Gideon Adlon,Bethlehem Million,Dylan Sprayberry,Marc Menchaca"
Devil in Ohio,2022,356,"Drama, Horror, Mystery",5.9,"When a psychiatrist shelters a mysterious cult escapee, her world is turned upside down as the girl's arrival threatens to tear her own family apart.","Emily Deschanel,Sam Jaeger,Gerardo Celasco,Madeleine Arthur",
Our Flag Means Death,2022,30,"Action, Adventure, Biography",7.8,The year is 1717. Wealthy land-owner Stede Bonnet has a midlife crisis and decides to blow up his cushy life to become a pirate. It does not go well. Based on a true story.,"Rhys Darby,Joel Fry,Samson Kayo,Nathan Foad",
Breaking,2022,103,"Crime, Drama, Thriller",6.2,A Marine war veteran faces mental and emotional challenges when he tries to reintegrate into civilian life.,Abi Damaris Corbin,"John Boyega,Nicole Beharie,Selenis Leyva,Michael Kenneth Williams"
SAS Rogue Heroes,2022,52,"Action, Drama, Thriller",8.1,SAS: Rogue Heroes charts the creation of the famed Special Forces unit. Based on the book by Ben Macintyre.,"Connor Swindells,Jack O'Connell,Alfie Allen,Jacob Ifan",
Walker: Independence,2022,42,"Action, Crime, Drama",6.9,"Abby Walker's husband is murdered before her eyes. On her quest for revenge, Abby crosses paths with Hoyt Rawlins. Abby and Hoyt's journey takes them to Independence, Texas, where they encounter residents running from their own pasts.","Katherine McNamara,Matt Barr,Katie Findlay,Greg Hovanessian",
The Rookie: Feds,2022,43,"Action, Crime, Drama",4.9,"Special Agent Simone Clark, the oldest rookie in the FBI Academy, is assigned to support the LA field office.","James Lesure,Britt Robertson,Felix Solis,Kevin Zegers",
Emily,2022,130,"Biography, Drama, Romance",6.9,"Emily imagines the transformative, exhilarating, and uplifting journey to womanhood of a rebel and a misfit, one of the world's most famous, enigmatic, and provocative writers who died too soon at the age of 30.",Frances O'Connor,"Emma Mackey,Oliver Jackson-Cohen,Fionn Whitehead,Alexandra Dowling"
All That Breathes,2022,97,Documentary,7.1,"Amidst the darkening backdrop of Delhi's apocalyptic air and escalating violence, two brothers devote their lives to protect one casualty of the turbulent times: the bird known as the Black Kite.",Shaunak Sen,"Salik Rehman,Mohammad Saud,Nadeem Shehzad"
Armageddon Time,2022,114,Drama,6.5,A deeply personal coming-of-age story about the strength of family and the generational pursuit of the American Dream.,James Gray,"Anne Hathaway,Jeremy Strong,Banks Repeta,Jaylin Webb"
Echo 3,2022,49,"Action, Drama, Thriller",6.5,"When Amber Chesborough goes missing along the Colombia-Venezuela border, her brother and her husband struggle to find her against the backdrop of a secret war.","Michiel Huisman,Luke Evans,Jessica Ann Collins,James Udom",
Anatomy of a Scandal,2022,268,"Drama, Thriller",7.0,A sexual consent scandal amongst British privileged elite and the women caught up in its wake.,"Sienna Miller,Michelle Dockery,Rupert Friend,Sebastian Selwood",
Alaska Daily,2022,47,Drama,7.5,A journalist seeks a fresh start in Alaska working for a newspaper in Anchorage.,"Hilary Swank,Jeff Perry,Grace Dove,Meredith Holzman",
The Resort,2022,35,"Comedy, Mystery, Thriller",7.4,"Exploring love and the weird things we do in the name of it, encased in an elaborate true-crime conspiracy.","Cristin Milioti,William Jackson Harper,Luis Gerardo Méndez,Skyler Gisondo",
Lady Chatterley's Lover,2022,126,"Drama, Romance",6.6,An unhappily married aristocrat begins a torrid affair with the gamekeeper on her husband's country estate.,Laure de Clermont-Tonnerre,"Emma Corrin,Jack O'Connell,Matthew Duckett,Joely Richardson"
Purple Hearts,2022,122,"Drama, Music, Romance",6.7,"In spite of their many differences, Cassie, a struggling singer-songwriter, and Luke, a troubled Marine, agree to marry solely for military benefits. But when tragedy strikes, the line between real and pretend begins to blur.",Elizabeth Allen Rosenbaum,"Sofia Carson,Nicholas Galitzine,Chosen Jacobs,John Harlan Kim"
See How They Run,2022,98,"Comedy, Crime, Mystery",6.5,"In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered.",Tom George,"Kieran Hodgson,Pearl Chanda,Gregory Cox,Harris Dickinson"
Kindred,2022,42,"Drama, Fantasy, Mystery",7.4,A young aspiring writer discovers secrets about her family's past when she finds herself mysteriously being pulled back and forth in time to a 19th century plantation.,"Mallori Johnson,Micah Stock,Ryan Kwanten,Gayle Rankin",
Men,2022,100,"Drama, Fantasy, Horror",6.1,A young woman goes on a solo vacation to the English countryside following the death of her ex-husband.,Alex Garland,"Jessie Buckley,Rory Kinnear,Paapa Essiedu,Gayle Rankin"
Halloween Ends,2022,111,"Horror, Thriller",5.0,The saga of Michael Myers and Laurie Strode comes to a spine-chilling climax in the final installment of this trilogy.,David Gordon Green,"Jamie Lee Curtis,Andi Matichak,James Jude Courtney,Rohan Campbell"
Bodies Bodies Bodies,2022,94,"Comedy, Horror, Thriller",6.3,"When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game turns deadly in this fresh and funny look at backstabbing, fake friends, and one party gone very, very wrong.",Halina Reijn,"Amandla Stenberg,Maria Bakalova,Rachel Sennott,Chase Sui Wonders"
Winning Time: The Rise of the Lakers Dynasty,2022,59,"Biography, Drama, Sport",8.3,"The professional and personal lives of the 1980s Los Angeles Lakers, one of sports' most revered and dominant dynasties - a team that defined an era, both on and off the court.","John C. Reilly,Quincy Isaiah,Jason Clarke,Gaby Hoffmann",
The Quiet Girl,2022,94,Drama,7.7,"Rural Ireland 1981. A quiet, neglected girl is sent away from her dysfunctional family to live with foster parents for the summer. She blossoms in their care, but in this house where there are meant to be no secrets, she discovers one.",Colm Bairéad,"Carrie Crowley,Andrew Bennett,Catherine Clinch,Michael Patric"
Soft & Quiet,2022,91,"Drama, Horror, Mystery",6.3,"Playing out in real time, an elementary school teacher organizes a mixer of like-minded women, when she encounters a woman from her past, leading to a volatile chain of events.",Beth de Araújo,"Stefanie Estes,Olivia Luccardi,Dana Millican,Melissa Paulo"
The Lost City,2022,112,"Action, Adventure, Comedy",6.1,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"Aaron Nee,Adam Nee","Sandra Bullock,Channing Tatum,Daniel Radcliffe,Da'Vine Joy Randolph"
Kantara,2022,148,"Action, Adventure, Drama",8.3,It involves culture of Kambala and Bhootha Kola. A human and nature conflict where Shiva is a rebel who defends his village and nature. A death leads to war between villagers and evil forces. Will he be able to regain peace in the village?,Rishab Shetty,"Rishab Shetty,Kishore Kumar G.,Achyuth Kumar,Sapthami Gowda"
Spoiler Alert,2022,112,"Comedy, Drama",7.1,"The story of Michael Ausiello and Kit Cowan's relationship, which takes a tragic turn when Cowan is diagnosed with terminal cancer.",Michael Showalter,"Jim Parsons,Ben Aldridge,Josh Pais,Allegra Heart"
Play Dead,2022,106,"Horror, Thriller",5.2,Chloe fakes her own death to steal evidence from a morgue. The Coroner uses the morgue as a front for a sick and twisted business. A scary game of cat and mouse ensues as Chloe learns more about the dead than she bargains for.,Patrick Lussier,"Bailee Madison,Jerry O'Connell,Anthony Turpel,Chris Lee"
Dahmer - Monster: The Jeffrey Dahmer Story,2022,534,"Biography, Crime, Drama",7.9,The story of a cannibalistic serial killer named,"Evan Peters,Richard Jenkins,Molly Ringwald,Niecy Nash",
Marry Me,2022,112,"Comedy, Music, Romance",6.1,"Music superstars Kat Valdez and Bastian are getting married before a global audience of fans. But when Kat learns, seconds before her vows, that Bastian has been unfaithful, she instead decides to marry Charlie, a stranger in the crowd.",Kat Coiro,"Jennifer Lopez,Owen Wilson,Maluma,John Bradley"
Alchemy of Souls,2022,80,"Action, Drama, Fantasy",8.8,The fate of two people becomes twisted due to the magic when the souls of the dead return to the living.,"Jae-Wook Lee,Min-Hyun Hwang,Joon-Sang Yoo,Na-ra Oh",
High Water,2022,45,Drama,7.2,"When the flood wave approaches the capital of Lower Silesia, a decision is made to save the city from the destructive elements, the surrounding villages and fields should be sacrificed.","Agnieszka Zulewska,Tomasz Schuchardt,Ireneusz Czop,Marta Nieradkiewicz",
North Sea Connection,2022,45,Thriller,6.6,"The stunning scenery of Ireland's west coast conceals a dark secret in 'North Sea Connection', in which Ciara must confront the dramatic consequences of her brother Aidan's decision to transport drugs at sea.","Lydia McGuinness,Kerr Logan,Dónall Ó Héalai,Claes Ljungmark",
Samaritan,2022,102,"Action, Drama, Fantasy",5.7,A young boy learns that a superhero who was thought to have died after an epic battle twenty-five years ago may in fact still be alive.,Julius Avery,"Sylvester Stallone,Javon 'Wanna' Walton,Pilou Asbæk,Dascha Polanco"
The Good Nurse,2022,121,"Biography, Crime, Drama",6.8,An infamous caregiver is implicated in the deaths of hundreds of hospital patients.,Tobias Lindholm,"Eddie Redmayne,Jessica Chastain,Denise Pillott,Dartel McRae"
After Ever Happy,2022,95,"Drama, Romance",4.5,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",Castille Landon,"Josephine Langford,Hero Fiennes Tiffin,Louise Lombard,Chance Perdomo"
Doctor Strange in the Multiverse of Madness,2022,126,"Action, Adventure, Fantasy",6.9,"Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others.",Sam Raimi,"Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor,Benedict Wong"
The Man from Toronto,2022,110,"Action, Adventure, Comedy",5.8,The world's deadliest assassin and New York's biggest screw-up are mistaken for each other at an Airbnb rental.,Patrick Hughes,"Kevin Hart,Woody Harrelson,Jasmine Mathews,Kaley Cuoco"
Beast,2022,93,"Action, Adventure, Drama",5.6,A father and his two teenage daughters find themselves hunted by a massive rogue lion intent on proving that the Savanna has but one apex predator.,Baltasar Kormákur,"Liyabuya Gongo,Martin Munro,Daniel Hadebe,Thapelo Sebogodi"
Spy x Family,2022,24,"Animation, Action, Comedy",8.5,"A spy on an undercover mission gets married and adopts a child as part of his cover. His wife and daughter have secrets of their own, and all three must strive to keep together.","Takuya Eguchi,Atsumi Tanezaki,Megan Shipman,Alex Organ",
The Old Man,2022,61,"Action, Drama, Thriller",7.6,"A retired CIA agent is hunted by both the agency he once worked for and his own nightmares, when an unknown man suddenly visits him after nearly three decades.","Jeff Bridges,John Lithgow,E.J. Bonilla,Bill Heck",
Downton Abbey: A New Era,2022,124,"Drama, Romance",7.4,The Crawley family goes on a grand journey to the South of France to uncover the mystery of the dowager countess's newly inherited villa.,Simon Curtis,"Hugh Bonneville,Jim Carter,Michelle Dockery,Elizabeth McGovern"
Father Stu,2022,124,"Biography, Drama",6.5,"Follows the life of Father Stuart Long, a boxer-turned-priest who inspired countless people during his journey from self-destruction to redemption.",Rosalind Ross,"Mark Wahlberg,Mel Gibson,Jacki Weaver,Teresa Ruiz"
Reboot,2022,30,Comedy,7.4,Follows an early 2000s family sitcom that Hulu has rebooted and their dysfunctional cast that must deal with their unresolved issues in today's fast-changing world.,"Keegan-Michael Key,Johnny Knoxville,Rachel Bloom,Calum Worthy",
"Good Luck to You, Leo Grande",2022,97,"Comedy, Drama",7.2,"Nancy Stokes, a retired school teacher, is yearning for some adventure, and some sex. And she has a plan, which involves hiring a young sex worker named Leo Grande.",Sophie Hyde,"Emma Thompson,Daryl McCormack,Isabella Laughland,Les Mabaleka"
Redeeming Love,2022,134,"Drama, Romance",6.7,"Sold into prostitution as a child, Angel knows nothing but betrayal. Can her heart ever be mended? Based upon the novel by Francine Rivers.",D.J. Caruso,"Abigail Cowen,Tom Lewis,Eric Dane,Famke Janssen"
The Stranger,2022,117,"Crime, Drama, Thriller",6.6,"Two men who meet on a bus strike up a conversation that turns into friendship. For Henry Teague, worn down by a lifetime of physical labour and crime, this is a dream come true.",Thomas M. Wright,"Joel Edgerton,Sean Harris,Jada Alberts,Cormac Wright"
The Beasts,2022,137,"Drama, Thriller",7.6,"A middle-aged French couple moves to a local village, seeking closeness with nature where their presence inflames two locals to the point of outright hostility and shocking violence.",Rodrigo Sorogoyen,"Marina Foïs,Denis Ménochet,Luis Zahera,Diego Anido"
The Son,2022,123,Drama,6.1,"Peter has his busy life with new partner Beth and their baby thrown into disarray when his ex-wife Kate turns up with their teenage son, Nicholas.",Florian Zeller,"Vanessa Kirby,Felix Goddard,Max Goddard,Hugh Jackman"
The Great British Baking Show: The Professionals,2022,45,Reality-TV,4.7,12 teams of professional pastry chefs compete in the first season of 10 episodes. It is a different competition format from the other shows under The Great British Baking Show banner.,"Tom Allen,Benoît Blin,Liam Charles,Cherish Finden",
Till,2022,130,"Biography, Drama, History",7.2,"In 1955, after Emmett Till is murdered in a brutal lynching, his mother vows to expose the racism behind the attack while working to have those involved brought to justice.",Chinonye Chukwu,"Danielle Deadwyler,Jalyn Hall,Frankie Faison,Haley Bennett"
Alpha Males,2022,30,Comedy,7.4,"Pedro, Luis, Raúl and Santi are four friends who feel a bit lost in the new world of empowered women, each trying to adjust in their own haphazard way.","Gorka Otxoa,Fernando Gil,Raúl Tejón,Paula Gallego",
The Lincoln Lawyer,2022,60,"Crime, Drama, Mystery",7.7,An iconoclastic idealist runs his law practice out of the back of his Lincoln Town Car in this series based on Michael Connelly's bestselling novels.,"Manuel Garcia-Rulfo,Neve Campbell,Becki Newton,Angus Sampson",
Godland,2022,143,Drama,7.2,"At the end of the 19th century, a young Danish priest is sent to a remote part of Iceland. The deeper he travels into the Icelandic landscape, the more he loses a sense of his own reality, his mission and his sense of duty.",Hlynur Pálmason,"Elliott Crosset Hove,Ingvar Sigurdsson,Vic Carmen Sonne,Jacob Lohmann"
Prey,2022,100,"Action, Adventure, Drama",7.2,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.",Dan Trachtenberg,"Amber Midthunder,Dakota Beavers,Dane DiLiegro,Stormee Kipp"
"Confess, Fletch",2022,98,"Comedy, Crime",6.5,"After becoming the prime suspect in multiple murders, Fletch strives to prove his innocence while simultaneously searching for his fiancé's stolen art collection.",Greg Mottola,"Jon Hamm,Caitlin Zerra Rose,Roy Wood Jr.,Ayden Mayeri"
Peacemaker,2022,40,"Action, Adventure, Comedy",8.3,Picking up where,"John Cena,Danielle Brooks,Freddie Stroma,Jennifer Holland",
Julia,2022,45,"Biography, Drama",8.3,"Inspired by Julia Child's extraordinary life and her show The French Chef, which essentially invented food television.","Sarah Lancashire,Howie Breslau,David Hyde Pierce,Bebe Neuwirth",
The School for Good and Evil,2022,147,"Action, Comedy, Drama",5.8,Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.,Paul Feig,"Kit Young,Sophia Anne Caruso,Cate Blanchett,Liam Woon"
Rogue Agent,2022,115,"Drama, Thriller",6.4,"The extraordinary and chilling story of career conman Robert Freegard who masqueraded as an MI5 agent and fooled people into going into hiding, and the woman who fell for him, and then brought him down.","Declan Lawn,Adam Patterson","James Norton,Matthew Douglas,Rob Malone,Marisa Abela"
Fantastic Beasts: The Secrets of Dumbledore,2022,142,"Adventure, Family, Fantasy",6.2,Professor Albus Dumbledore must assist Newt Scamander and his partners as Grindelwald begins to lead an army to eliminate all Muggles.,David Yates,"Eddie Redmayne,Jude Law,Ezra Miller,Dan Fogler"
Lightyear,2022,105,"Animation, Action, Adventure",6.1,"While spending years attempting to return home, marooned Space Ranger Buzz Lightyear encounters an army of ruthless robots commanded by Zurg who are attempting to steal his fuel source.",Angus MacLane,"Chris Evans,Keke Palmer,Peter Sohn,Taika Waititi"
The Calling,2022,46,"Crime, Drama",7.1,"Guided by a deep sense of spirituality and religious principles, NYPD Detective Avraham Avraham is left to question his own humanity when a routine investigation turns upside down.","Jeff Wilbusch,Juliana Canfield,Karen Robinson,Michael Mosley",
Karen Pirie,2022,120,"Crime, Drama, Mystery",7.6,DS Karen Pirie reopens the cold case of a murdered barmaid. Her investigation unearths flaws in the original inquiry.,"Lauren Lyle,Barrie Hunter,Ariyon Bakare,Chris Jenks",
Wifelike,2022,105,"Sci-Fi, Thriller",4.9,"When artificial human Meredith is assigned as a companion to grieving widower William, she is designed to behave like his late wife. But in the fight to end AI exploitation, an organization attempts to sabotage her programming.",James Bird,"Jonathan Rhys Meyers,Elena Kampouris,Doron Bell,Agam Darshi"
The Cleaning Lady,2022,45,"Crime, Drama, Thriller",7.0,"A whip-smart Cambodian doctor comes to the U.S. for a medical treatment to save her son, but when the system fails and pushes her into hiding, she uses her cunning and intelligence to fight back, breaking the law for all the right reasons.","Elodie Yung,Adan Canto,Oliver Hudson,Martha Millan",
The Bubble,2022,126,Comedy,4.7,A group of actors and actresses stuck inside a pandemic bubble at a hotel attempt to complete a film.,Judd Apatow,"Harry Trevaldwyn,Samson Kayo,Peter Serafinowicz,Danielle Vitalis"
Significant Other,2022,84,"Drama, Mystery, Sci-Fi",5.7,Follows a young couple who take a remote backpacking trip through the Pacific Northwest and face sinister events leading them to realize that everything about the place is not as it seems.,"Dan Berk,Robert Olsen","Maika Monroe,Jake Lacy,Matthew Yang King,Dana Green"
The Wonder,2022,108,"Drama, Mystery, Thriller",6.6,"A tale of two strangers who transform each other's lives, a psychological thriller, and a story of love pitted against evil.",Sebastián Lelio,"Florence Pugh,Tom Burke,Kíla Lord Cassidy,Niamh Algar"
Maneater,2022,87,"Action, Horror, Thriller",3.1,"After an accident during their vacations on a paradisiac island, a group of friends is stalked by a large shark.",Justin Lee,"Trace Adkins,Nicky Whelan,Shane West,Porscha Coleman"
The Estate,2022,96,Comedy,5.3,"Two sisters attempt to win over their terminally ill, difficult-to-please Aunt in hopes of becoming the beneficiaries of her wealthy estate, only to find the rest of their greedy family members have the same idea.",Dean Craig,"Toni Collette,Anna Faris,David Duchovny,Rosemarie DeWitt"
Shining Girls,2022,54,"Crime, Drama, Mystery",7.4,"Years after a brutal attack left her in a constantly shifting reality, Kirby Mazrachi learns that a recent murder is linked to her assault. She teams with a veteran reporter to understand her ever-changing present and confront her past.","Elisabeth Moss,Wagner Moura,Phillipa Soo,Chris Chalk",
The Invitation,2022,105,"Horror, Thriller",5.3,"A young woman is courted and swept off her feet, only to realize a gothic conspiracy is afoot.",Jessica M. Thompson,"Nathalie Emmanuel,Thomas Doherty,Sean Pertwee,Hugh Skinner"
Blacklight,2022,104,"Action, Drama, Thriller",4.8,"Travis Block is a government operative coming to terms with his shadowy past. When he discovers a plot targeting U.S. citizens, Block finds himself in the crosshairs of the FBI director he once helped protect.",Mark Williams,"Liam Neeson,Aidan Quinn,Taylor John Smith,Emmy Raver-Lampman"
She-Hulk: Attorney at Law,2022,35,"Action, Adventure, Comedy",5.2,"Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered Hulk.","Tatiana Maslany,Ginger Gonzaga,Malia Arrayah,Jameela Jamil",
